photo_id,business_id,caption,label
lkPCv__Y9Uu_4EWIcumffQ,dsIHIXyAl_ldqkd8QekvTQ,Poutine burger and maple wings,food
IdpcECqnvmDBOjQbCU52Lw,I1Y_Nal9YsnSPvvXb47Ofw,Restaurant,inside
oIQ9xW8OSgAxJYBtPaR0kQ,I1Y_Nal9YsnSPvvXb47Ofw,Restaurant,inside
Qa4DY27jFzw0YuDvBmno2g,I1Y_Nal9YsnSPvvXb47Ofw,,food
XISMgFEBOImua-kj5zIvLQ,I1Y_Nal9YsnSPvvXb47Ofw,,food
Rj08dtK0Kp9h_8BOkmnZgA,I1Y_Nal9YsnSPvvXb47Ofw,,food
EaFnJ4Nis9DhRrV4hL903A,GR3AESDGAXnhz1IHpSu0Cw,,food
-qAUhw5jeh8J5Hsmouf-vg,GR3AESDGAXnhz1IHpSu0Cw,,food
1NIdXFUuQ03KD3d4IA8DDg,GR3AESDGAXnhz1IHpSu0Cw,,food
6AYMV7hXI5J1CTZZ_Uuuxg,GR3AESDGAXnhz1IHpSu0Cw,,food
3Ml49gccU9ju2J2e2bEHBg,GR3AESDGAXnhz1IHpSu0Cw,,food
QCM2svYehhcvyvb-h1NrBw,GR3AESDGAXnhz1IHpSu0Cw,,food
QmTPFQ742oaDLETp9clf6w,GR3AESDGAXnhz1IHpSu0Cw,,food
R2UVwZR8WPDpH-wTqr2JCg,GR3AESDGAXnhz1IHpSu0Cw,,food
cpYkWnep16ZnQB4kyhoJQg,GR3AESDGAXnhz1IHpSu0Cw,,food
0ahbpu9cV6TUJT3VM43imQ,GR3AESDGAXnhz1IHpSu0Cw,,food
5-1zdPNsnoMqTmH5sDtFxw,GR3AESDGAXnhz1IHpSu0Cw,,food
8ZiigHMUfy4qcTuxAgroPw,GR3AESDGAXnhz1IHpSu0Cw,,food
in1aCvM8JgdDozktUyA95A,GR3AESDGAXnhz1IHpSu0Cw,,food
Wzqpmy2R7gweCGnsi_PWOw,arpBUwgiaE8iqfNGMQ_hgg,,outside
m2HZIxLdPwY2IDwJyVO06A,arpBUwgiaE8iqfNGMQ_hgg,,food
oTYTch6Mpx3Q5uU_Jbasjw,jluEI1ZDQDeJlbl-M3YH3Q,Italian Restaurant Toronto ON,inside
LxdSBWUpuEby2FT2H6eWbQ,jluEI1ZDQDeJlbl-M3YH3Q,"Wine Selection in Toronto, ON",food
HXR7Fz2jYary6gDEPfPbvQ,jluEI1ZDQDeJlbl-M3YH3Q,"By the glass - 6oz in Toronto, ON",outside
gfn_yrdbXas2eAbhOFR52g,jluEI1ZDQDeJlbl-M3YH3Q,"Catering in Toronto, ON",food
YuE7LaYj7q6fnVuZLsHezw,jluEI1ZDQDeJlbl-M3YH3Q,"Restaurant  Toronto, ON",food
ouNPbylfG123mtabhcxYoQ,jluEI1ZDQDeJlbl-M3YH3Q,Toula Restaurant & Bar,outside
cUqf7fdEytkipWCOGHcSqQ,jluEI1ZDQDeJlbl-M3YH3Q,"Restaurant in Toronto, ON",outside
Vu9lPE1O44tpwZwqRvh_GA,jluEI1ZDQDeJlbl-M3YH3Q,"White wine in Toronto, ON",inside
W_d_19w1WWnGo9t6AtaDnw,jluEI1ZDQDeJlbl-M3YH3Q,,food
4_TOH73FNATiBY15_wlXpg,jluEI1ZDQDeJlbl-M3YH3Q,,food
YqWYBvBjQ91WJbemz2OHww,jluEI1ZDQDeJlbl-M3YH3Q,,food
x4WES34SOiYtPFEHB2xA4Q,jluEI1ZDQDeJlbl-M3YH3Q,,food
74CMK0Xl-LDVzgq1daxE7Q,Ta8nRU_oUzK60HlMWtayEA,,inside
TSnqG_jBwehmrqOVjIa0Fw,nk9lP-iXi7xklwN3VYf6Ew,,outside
gvJRRrZBLieTkyiEt3r_lw,nk9lP-iXi7xklwN3VYf6Ew,,inside
Tujnf6-lfk3G5xXAag147g,nk9lP-iXi7xklwN3VYf6Ew,,food
h_3tpckr1BoeQPR97TXLvg,nk9lP-iXi7xklwN3VYf6Ew,,inside
ZZtKsTXkoiaRtZf0-CxALQ,ZxwTs6uEDRnC-kNnsrDNsA,,inside
xtTpRQVG-LWDhf40UMh4MQ,ZxwTs6uEDRnC-kNnsrDNsA,Good taste but really small bits of salmon.. Wish it were larger.,food
l7nfo0CNk5x1tjGOJFfseA,ZxwTs6uEDRnC-kNnsrDNsA,Better highlights of what they had,food
HYiEr-PWRensLUVzUfX3Bw,ZxwTs6uEDRnC-kNnsrDNsA,,food
hIPxkLmjHcrRg6QkCt4zwA,ZxwTs6uEDRnC-kNnsrDNsA,,food
BxbstkUoS1gYNGJv4_-1zw,ZxwTs6uEDRnC-kNnsrDNsA,torched sushi,food
8zsBiyaQsEo7stKzCVIMSg,dE6Fv16voV-4s730fTv_AA,This was at Cherry Colas oops my fav rock bar ever.,inside
n2XdBpLBiDBAP6qND1fNrA,dE6Fv16voV-4s730fTv_AA,,outside
0hWY2nz9dOS-DJzGtG0eqw,LfFX9JP14kG3-ccuJ_XkJA,,food
0xgn9wQRIcUPilHiNGBFSA,LfFX9JP14kG3-ccuJ_XkJA,,food
69Q_Cc4q1m2ggKhaKZ9QHg,LfFX9JP14kG3-ccuJ_XkJA,,food
-qUvtUmilINDp6UEsCgQpw,LfFX9JP14kG3-ccuJ_XkJA,,food
1T899Iy8w9NiDZzeY6rcKg,LfFX9JP14kG3-ccuJ_XkJA,,food
MFLPxODe9F2IU2r70PLZjQ,LfFX9JP14kG3-ccuJ_XkJA,,food
EqQpz-8urlutIQbbzDsbrg,LfFX9JP14kG3-ccuJ_XkJA,,food
axIN7MLrP5QcviY_g27VFg,eUjDWzbQ6eLZy0uELEOa9Q,,outside
3wftKu5lDIETxMXZjOAc0Q,eUjDWzbQ6eLZy0uELEOa9Q,,outside
0MOtzKddfmtpOJ04KI5v4g,eUjDWzbQ6eLZy0uELEOa9Q,"""WELLINGTON COUNTY"" BEEF CARPACCIO. wild mustard aioli, vegetable chips, house pickles",food
oHIcifpM4Q6yYqI8Zy2NHA,eUjDWzbQ6eLZy0uELEOa9Q,"HEIRLOOM TOMATO AND BUFFALO MOZZARELLA. white anchovy, compressed watermelon.",food
M9rxdas4tTPmRewCV-KgSA,eUjDWzbQ6eLZy0uELEOa9Q,"LAKE ERIE PICKEREL. french lentil salad, asparagus, pea and shaved fennel, thyme butter.",food
ToqaykvIWKhcO9rrZrRUzA,eUjDWzbQ6eLZy0uELEOa9Q,"LAKE ERIE PICKEREL. french lentil salad, asparagus, pea and shaved fennel, thyme butter.",food
_QfgrIOBfSjuCC7Mx9ebCw,eUjDWzbQ6eLZy0uELEOa9Q,"ALBERTA LAMB SIRLOIN. wild mustard crust, rosemary wheatberries, roasted garlic jus.",food
f1x1vc7Hsw-pY2E9Wo6PAg,eUjDWzbQ6eLZy0uELEOa9Q,"TEA SMOKED MUSCOVY DUCK BREAST. grilled corn and chive yukon mash, bitter greens, cranberry jus",food
xJ-H5ug7t5rAwpMG2XXs6g,eUjDWzbQ6eLZy0uELEOa9Q,,inside
Tk9Xw0yvlzVikiVC4pMpzg,eUjDWzbQ6eLZy0uELEOa9Q,Sunday Brunch,food
247Rfj_VhcYa5OGt0kO3LQ,Nxg73OigmRQQq0d1pKtkUQ,spring rolls,food
G-BNp5V32pwyCbb6oc1jHQ,Nxg73OigmRQQq0d1pKtkUQ,Chicken Satay,food
DgVdxq_jhWjOKfODALKVvw,Nxg73OigmRQQq0d1pKtkUQ,,food
T8C4RoyT2xBDheSQPhWB9Q,Nxg73OigmRQQq0d1pKtkUQ,,food
MJsIGeRYNvTsniakUjuXlw,Nxg73OigmRQQq0d1pKtkUQ,,food
FjX4z2Bzpni7tu536AHbBw,Nxg73OigmRQQq0d1pKtkUQ,103 small with extra meat,food
0hNpNi32dBm4VYq6C3Pd4w,Nxg73OigmRQQq0d1pKtkUQ,xe,inside
jfY35sI7mpFu6oz8JK36Fg,Nxg73OigmRQQq0d1pKtkUQ,Christmas lights around the walls,inside
6aieJck5S_ZAqlzcBnXetw,Bo53nDtkmu0gAWraONir1A,Interior,inside
_MuzS7yrO3kesMJAefwv7A,Bo53nDtkmu0gAWraONir1A,gluten free biscuit,food
OFBp5_8Y-ZW3uHBm6cLZEQ,Bo53nDtkmu0gAWraONir1A,Ricotta Cheese Cake,food
-ebOmiGioL7JzXBXE1PxoQ,Bo53nDtkmu0gAWraONir1A,Carrot Cake,food
hgixmsq7gFmwhR7qCPhL0A,_Ss4d4dYzehTmWJGpkqL7w,Fried rice. The white folks we were with had to order this.,food
WI_u-NkwCaWYo8lzOyFOWw,_Ss4d4dYzehTmWJGpkqL7w,Fish maw soup.,food
o3PWurzdo6hPghOpiWD40w,_Ss4d4dYzehTmWJGpkqL7w,,food
dxQHu6o4DgjwByCrGZjJRg,_Ss4d4dYzehTmWJGpkqL7w,,food
4vn4_QrXBaR_SHtVjLvyAA,_Ss4d4dYzehTmWJGpkqL7w,,food
9stOOGbXJY7fVVqJbUsK4Q,_Ss4d4dYzehTmWJGpkqL7w,Crispy Fried Chicken and Steamed Scallop (with vermicelli and garlic),food
BLAcMumMPzk3HVjaKkataw,LHwzyN5cllTfLuZ8v2k_Bg,,food
peDFl3YT1v3S_3mwUoCHGg,LHwzyN5cllTfLuZ8v2k_Bg,,food
-Iyx01uYtt0MbLuimAburg,LHwzyN5cllTfLuZ8v2k_Bg,,food
J-4WyUrfj8pJvqMdlEXyoQ,LHwzyN5cllTfLuZ8v2k_Bg,,food
bgqKmoeOfQkM45RoVRiIrg,LHwzyN5cllTfLuZ8v2k_Bg,,food
EgWo98jmuCkqltU98ItqXg,LHwzyN5cllTfLuZ8v2k_Bg,My birthday,inside
RRhLcCduhd54uDUqQDXW7Q,KUJKytwJrWOonktVWwBykQ,,outside
YxFh7WlB3R9tH90MxzohgQ,KUJKytwJrWOonktVWwBykQ,,outside
f6OMABc9hBT1NZfofUuebw,KUJKytwJrWOonktVWwBykQ,,outside
Jj37hIxCE8WUTHGryqMlBw,vHwE7OKl6W3M28a5uzJ0kg,Margaritas that we're perfectly tart!,drink
qV2xH68QAhHqoF7v6h3B_g,vHwE7OKl6W3M28a5uzJ0kg,Everything was great! Service was nice and desert was perfect!,food
iqewV_SB7l2VuO-kcHl6GA,jo4KmAqlZ7vxjHIP7IIkAw,,inside
-p3ZwuuqbsChQPrCrmdfDA,jo4KmAqlZ7vxjHIP7IIkAw,,outside
3UDcgAPXwUrsc43dhz_FBA,jo4KmAqlZ7vxjHIP7IIkAw,,outside
Ww5yaxfnE4xIOvrwliqsaA,jo4KmAqlZ7vxjHIP7IIkAw,Colorful back patio.,inside
sZD8aKVM4KxupUdUj3LrzQ,jo4KmAqlZ7vxjHIP7IIkAw,Lamb stew Winterlicious 2018,food
SrdP8CRkMF69oJXyAK0jSQ,jo4KmAqlZ7vxjHIP7IIkAw,,inside
oAm8TXEgCKrJK7AaM5-_qw,EhGPj8iJDIdaHnWg9d5BgA,,inside
Sh1Fps5I7EHP-DGkIc6K2w,EhGPj8iJDIdaHnWg9d5BgA,,inside
G6ddMSzRD9P1SqN9Ia9nJQ,EhGPj8iJDIdaHnWg9d5BgA,,inside
eD51IcNR9ai9wnXyhh9bRw,EhGPj8iJDIdaHnWg9d5BgA,Unbeatable view and quality food.,inside
UThBnIEeHt4mf3FZQZrLgg,EhGPj8iJDIdaHnWg9d5BgA,,food
W9x_pA11osTgfOYDEWJeEw,EhGPj8iJDIdaHnWg9d5BgA,,food
2xfr8nDebTCJ84yIYPk_jg,EhGPj8iJDIdaHnWg9d5BgA,,food
7ZspcPKe6loyw7ofR7-F1w,EhGPj8iJDIdaHnWg9d5BgA,Great lake view.  Lots of room for big groups.,inside
e9X3eCOW8rj3oPwt_xL8jA,EhGPj8iJDIdaHnWg9d5BgA,View from our table,inside
JHBhm8_viHwN0-XDame4Lw,EhGPj8iJDIdaHnWg9d5BgA,,food
2rkQL7_doHUIqcYu_uKFDA,EhGPj8iJDIdaHnWg9d5BgA,The lakeview,inside
DX1PoVycwBayDzfzi6DqRg,EhGPj8iJDIdaHnWg9d5BgA,,food
cfBj4wj1u1yXuzYI-Qf_WQ,EhGPj8iJDIdaHnWg9d5BgA,,food
qliXhQHitmsAmwSMt_qSoA,EhGPj8iJDIdaHnWg9d5BgA,,outside
9UGmzi9C9153n1gxKrlVmA,EhGPj8iJDIdaHnWg9d5BgA,,inside
n353ln_CCli1rKcD6jgpGg,EhGPj8iJDIdaHnWg9d5BgA,,inside
GP1EKe1GRgOFYTLEABZRXw,JH3zKlfslbSVeA_KsAaRRQ,Yellowtail wing with lemon verbena and fermented black bean,food
cqIghxpG6Pf3g78bPWmHew,JH3zKlfslbSVeA_KsAaRRQ,contemporary meets older world decor,inside
Mi4YzXSfJkJARmdrAKHu_w,JH3zKlfslbSVeA_KsAaRRQ,a jar of preserves lines the wall where the doorway to the kitchen is,inside
HQRMCWL8ryG3nI7DAFapAA,JH3zKlfslbSVeA_KsAaRRQ,,inside
VFCtYl6lBN2i5bydBih1RQ,JH3zKlfslbSVeA_KsAaRRQ,,inside
ta6IaexQr6tdXiwJBgDgxA,JH3zKlfslbSVeA_KsAaRRQ,,inside
Pro9DZ7qXbuXPouFiTrVtg,JH3zKlfslbSVeA_KsAaRRQ,,food
kZazCNBQ0i_CBN71zXJFzw,JH3zKlfslbSVeA_KsAaRRQ,,food
HY0wgbPbaipI8S3UbJM45g,JH3zKlfslbSVeA_KsAaRRQ,,food
oL3n7zCgtEQtWiVd5VKWrg,JH3zKlfslbSVeA_KsAaRRQ,,food
bDd19mKxo7T2Disw8_VXEw,JH3zKlfslbSVeA_KsAaRRQ,,food
dBWstFdtH4af3PXxUZtjrQ,JH3zKlfslbSVeA_KsAaRRQ,,food
saK5He3lIfw9ETRr261AUQ,JH3zKlfslbSVeA_KsAaRRQ,,food
G8LBSShpAj4sev6DZr1RJQ,JH3zKlfslbSVeA_KsAaRRQ,,food
IEDsF9noJoqllHF_-GVN1w,JH3zKlfslbSVeA_KsAaRRQ,Salmon belly + Salem cocktail,food
VA7VdhQ9EwGrSLZ7Mp3etg,JH3zKlfslbSVeA_KsAaRRQ,,food
LWiDupZcZ_GaeBP4gYI8hQ,JH3zKlfslbSVeA_KsAaRRQ,,food
ICnIXeORYyXzrUQ4wahh5Q,JH3zKlfslbSVeA_KsAaRRQ,,food
hbgPJcKLUsd9w7PzvZ-aiw,JH3zKlfslbSVeA_KsAaRRQ,,food
G6542tW0S0NaPb8fTckGPA,JH3zKlfslbSVeA_KsAaRRQ,,food
14fOj2ZF32diynRJV3aBLA,WF067eOghIq5_TXrcEPTFw,Yummy Jamaican OxTail,food
7jDSqOm8y1MWrGH1udKZjQ,WF067eOghIq5_TXrcEPTFw,"Small Jerked Chicken, the best!",food
XSmIG3Ts4duVsOgRPVRD3Q,zB8rNpxwOBhNGQXbmhBqOQ,Porch dog choir performing,inside
morb17oND9RwGoyr9apbjA,zB8rNpxwOBhNGQXbmhBqOQ,"Great corner spot, dive bar",outside
Gl5gACC6ldlZNJElVMzA3Q,zB8rNpxwOBhNGQXbmhBqOQ,Score with ORR,inside
Z5J6I25KrcaQFtY7DD_A2w,_eJ2ETotJBzZBQS15fD-8A,,food
gad6OP31nq384d00l4gKwg,_eJ2ETotJBzZBQS15fD-8A,,food
PjiWLMkuQk4rwiRjx8SUdw,_eJ2ETotJBzZBQS15fD-8A,from the Fran's Restaurant website,food
xjUH6WPYyGSIUos_Tfwznw,_eJ2ETotJBzZBQS15fD-8A,from the Fran's Restaurant website,food
qwVmmjaeXnN3DPzOiwTJFA,_eJ2ETotJBzZBQS15fD-8A,pina colada smoothie,drink
CRsKeKOPkiOCOAWbYshRAg,_eJ2ETotJBzZBQS15fD-8A,Looks good here,food
71FeBil8ybct7QYGbKd0IQ,_eJ2ETotJBzZBQS15fD-8A,They have huge space n i m seated at the end,inside
TwLHiz7mDsC17qiC9Xwg5A,ShUh_MMkaVp_KXCtNjPvXA,,inside
9TzyBGZWVfoY32Nvu_5lkA,ShUh_MMkaVp_KXCtNjPvXA,,inside
02jDwXzKO8STiY-9CWsV7g,hX8XeGwSxGgEatWt_ISywA,,food
CdONYJHlMY53b--hNPBW-g,hX8XeGwSxGgEatWt_ISywA,,food
EBFq8qtYI9RB3svcXxG0eQ,hX8XeGwSxGgEatWt_ISywA,,food
ugd3hUPN7nhRR_J4YlE-8g,znu3EN7tDFIXmiTwKvX1Ow,Tako Yaki,food
0_Vg8W3A5tU320n11KOIgA,znu3EN7tDFIXmiTwKvX1Ow,Tobi Zura Nigiri,food
Ba7R1aXZ1DqQCdBjutO-fg,znu3EN7tDFIXmiTwKvX1Ow,Monday Lunch Special,food
CWsj15-hEuqsCIikJRTdYA,znu3EN7tDFIXmiTwKvX1Ow,Salmon Teriyaki Dinner,food
zEx9ED_P3qAzU8UNLZiMLQ,znu3EN7tDFIXmiTwKvX1Ow,Spanish Roll,food
75GoZj-JW5ZPwdamcmrMlA,znu3EN7tDFIXmiTwKvX1Ow,Avocado Sushi Pizza,food
uxmye8ZzgeIZqxRMr9yJRA,znu3EN7tDFIXmiTwKvX1Ow,Crunch California Roll,food
DFEjis03PuC4kbNelfyV5Q,znu3EN7tDFIXmiTwKvX1Ow,Salmon Sashimi,food
C7B2Tfpe3eLOlWh1nCC6hA,znu3EN7tDFIXmiTwKvX1Ow,Hot Sake,drink
Yo9cH2-r8f-lnu6eCzxNlw,znu3EN7tDFIXmiTwKvX1Ow,Crunch Spicy Roll,food
RiCsK_MshDlT_-QKANZi2A,znu3EN7tDFIXmiTwKvX1Ow,Black Dragon Roll,food
lDUuS3b7Gv_QY4QO5WUXkQ,znu3EN7tDFIXmiTwKvX1Ow,Interior decor,inside
oQpQ7l--etXZbILBDTD09w,FjHGjWZ6EAEioQWBUp7WZA,,food
yHwWDdhdGEp7J6UXLM3Pkw,iByQmTmTdO7hP4n1grSSWQ,Beautifully presented chirashi.,food
YDSS16NWzX1FLVtToMiRgg,wh_td2_DBlD4KnFgFevW4A,,outside
CWA1GTH2EE-A_H39W_c1Iw,wh_td2_DBlD4KnFgFevW4A,,food
c4fwjwl2lqoIULs6J1b8Cg,wh_td2_DBlD4KnFgFevW4A,,outside
37xEoKYvIXvE2MQZVCRlIA,wh_td2_DBlD4KnFgFevW4A,,outside
n20rMYiHTGHP7Uk-FFBwQA,wh_td2_DBlD4KnFgFevW4A,Come and get yo drink's before the cafe is submerged!!!,outside
CvwpNZ1IzZVNaBq4nDaX3A,5X3dzKWnBdV-KmxdGEPb_Q,Shawarma pizza,food
ultsTyprdtfWMcq7l_1dcA,5X3dzKWnBdV-KmxdGEPb_Q,Small chicken on rice with extra sauce,food
E84Ie1-bA7BXfcZ8DcSTKQ,oAq3-dXyDT3k4Mluc1ftTA,Table,inside
x1ZiDdaU7g1O-uBvDnctWQ,oAq3-dXyDT3k4Mluc1ftTA,,inside
S95Dp1-w2G_QaY5LB77LSw,oAq3-dXyDT3k4Mluc1ftTA,,inside
iUsvG69Qp62o1CyRMpP23Q,oAq3-dXyDT3k4Mluc1ftTA,,food
hs8Q4ERnz5j_Qse_yMJ_hQ,oAq3-dXyDT3k4Mluc1ftTA,Ribeye Teriyaki and Lobster special set with fried rice -$29 + $5 & sake sashimi -$12 [Lunch],food
mI-h2YRuHBt7YAiMkp9hiA,gOBxVkHpqtjRRxHBIrpnMA,,food
Un_aeSdTX9-Wtl5HjfaWzQ,gOBxVkHpqtjRRxHBIrpnMA,,food
KhPAYlsWu0oWEs2jNG7ibg,gOBxVkHpqtjRRxHBIrpnMA,,food
hYqAq75OFPlSZh3EFJZ7Vg,gOBxVkHpqtjRRxHBIrpnMA,,food
LvUGnO1ymaApZhUbIADppQ,gOBxVkHpqtjRRxHBIrpnMA,,food
FE1f8yS67mKwbtFQDzOZrg,gOBxVkHpqtjRRxHBIrpnMA,,food
peTMoHdQsXI2_5kGLC_wyQ,gOBxVkHpqtjRRxHBIrpnMA,,food
4UQfXiSejXGodKBXvCJm5Q,gOBxVkHpqtjRRxHBIrpnMA,,food
sBz2MOkSdBp8mjIl-y0bTg,qy4WKXTBkqD4zX0rohYF8Q,La Merceria cute tables!,inside
9adWWKFuHuDXK8rcDL2khw,qy4WKXTBkqD4zX0rohYF8Q,,inside
bk02yrbE6WxLs9mDDoZKPA,qy4WKXTBkqD4zX0rohYF8Q,,drink
thH78jGf0NweojV2B5DGnA,qy4WKXTBkqD4zX0rohYF8Q,Menu.,inside
KPpubwIKisARMoYW-XGvRg,qy4WKXTBkqD4zX0rohYF8Q,,inside
fYSPxeJKtbsLA51wNmwn2w,qy4WKXTBkqD4zX0rohYF8Q,,inside
9m3kWO1GnN0UOs7i2nkX7w,qy4WKXTBkqD4zX0rohYF8Q,,food
nx_LAWR01gjwUiP_bDqRIw,qy4WKXTBkqD4zX0rohYF8Q,Vintage decor,inside
xatsXvDaLbzxyvPDgAAFKw,qy4WKXTBkqD4zX0rohYF8Q,Amazing selection,inside
sW0B-YkON-GCo8gC1QRH4w,qy4WKXTBkqD4zX0rohYF8Q,,inside
nyu8BKyS9ZqpkNdu_NgLgQ,XvUu2SolFWL94EPEBrjEYQ,from the Flo's diner website,inside
2mVTg1FatPtJAzA4OCRFCQ,R5ZvZ97FDp2bD93CNKg-zQ,Page 1 of the Menu,menu
oQCd_MLHqtSGPOjTd5fXig,R5ZvZ97FDp2bD93CNKg-zQ,Page 2 of Menu,menu
RPQ5ETw9zcs2vDc3HtKYXw,R5ZvZ97FDp2bD93CNKg-zQ,spicy tuna and scallop,food
fkTG0c0p42P1G-Uwp1BKtQ,R5ZvZ97FDp2bD93CNKg-zQ,,food
lDUDTA1ubH-cQsLyRnph1g,R5ZvZ97FDp2bD93CNKg-zQ,,food
0SKo97omrcCjM8Jd4o_uLg,R5ZvZ97FDp2bD93CNKg-zQ,,food
oC-UglfyNi4VD5BJ6QNDSQ,R5ZvZ97FDp2bD93CNKg-zQ,Sushi pizza,food
6mc4A4tSD5DfRwZTtGq3IQ,R5ZvZ97FDp2bD93CNKg-zQ,,food
36RdTEcLbj--WS2nTE-5kw,R5ZvZ97FDp2bD93CNKg-zQ,,food
rRHFqHuHfjdwRU3IS6aEeQ,R5ZvZ97FDp2bD93CNKg-zQ,,food
jJ0uQmUUnQlD7DlS18QrlQ,R5ZvZ97FDp2bD93CNKg-zQ,Combo C,food
UwwfLubtIR13AVJfCmhQhg,a9aW5e731lplWGHUZ02-zQ,"pollo loco, our famous shredded chicken burrito",food
DV9aAvzrxmyRIZXarMX1fw,a9aW5e731lplWGHUZ02-zQ,get yourself a sizzling steak burrito,food
JUA9X9-WsxWM8HWe91FrTw,a9aW5e731lplWGHUZ02-zQ,General Tao chicken burrito.  Awesome!,food
p99QxI0tDpG0knmJqKH8Jw,a9aW5e731lplWGHUZ02-zQ,Fish burrito.  Simply amazing.,food
sIoKKgfgwmiOA1SofVDx-A,a9aW5e731lplWGHUZ02-zQ,,food
2c9qpxT8xFMJd77aNyXfKQ,a9aW5e731lplWGHUZ02-zQ,Apple cider soda from Mexico!,drink
YdWkEx-A_XwmWZ9sUpS_RQ,avdZfgCUrkirUbizXZGMAw,The menu,inside
Ndr0GuNDq4Sw1XVqJhtv9A,avdZfgCUrkirUbizXZGMAw,Great service and awesome food. Super fresh and tasty. Loved it!,food
S1sUrlNDpCniGjmkSHDInQ,avdZfgCUrkirUbizXZGMAw,,food
nGp_DRxqpRDZhcq7IcG5aw,Q4RSmF0s-AkaegrLFCLEbg,New Zealand Rack of Lamb with port wine and mint sauce.,food
-59OyE_8TlM1TW6LAxjxBQ,dy0O7DaSUd49NZWSEtvz_g,,food
V3PgjJmW3hUokQoyS7oMSw,dy0O7DaSUd49NZWSEtvz_g,,food
rheNUJIWwmqmWaBYoX5ITw,dy0O7DaSUd49NZWSEtvz_g,Eating at foxley,food
CJNHQiKd_w6DcpmfYYYaIQ,i--dxuKd_6Dx7mwgQ5nl-g,,inside
Yrr5rks2iAj90jNRRlW10A,i--dxuKd_6Dx7mwgQ5nl-g,,inside
RREuXnGpkVHAwT6DM3HBPw,i--dxuKd_6Dx7mwgQ5nl-g,The truth is between the lies.,inside
gRPpiOlowzabK5AMbUwrRQ,i--dxuKd_6Dx7mwgQ5nl-g,Peanut butter jelly cookie.,food
UlrO0EMggL4tj3BeJZa7QQ,i--dxuKd_6Dx7mwgQ5nl-g,Cheesy French toast with double smoked bacon and shot of maple syrup.,food
tzsYSs2P_FdHWBPr8l2k1w,i--dxuKd_6Dx7mwgQ5nl-g,My AMAZING Green salad with candy almonds & goat cheese,food
rwFtPGSinmW-2UiYkgnm8A,i--dxuKd_6Dx7mwgQ5nl-g,My lacklustre Mac & Cheese with *sigh* salad number 2,food
nGaZFo7uS_iHMDddiosj0g,i--dxuKd_6Dx7mwgQ5nl-g,Yummy Banana Peanut Butter Cupcake,food
ayOJCm3zdMnzk8eTcs7hUA,i--dxuKd_6Dx7mwgQ5nl-g,Chorizo Potato Omelet,food
1_Md9t2BEMBl_nnJGjoUGg,i--dxuKd_6Dx7mwgQ5nl-g,Black and Blueberry Buttermilk Pancakes.,food
xMQaoZih5TDcmBSuCKwYzg,i--dxuKd_6Dx7mwgQ5nl-g,Egg White Frittatas.,food
pHIXJu_E32yrK8UPHr6qhw,i--dxuKd_6Dx7mwgQ5nl-g,Egg white Frittata. The best!,food
QS7WKdfxZ3XNGO1IaOVDHQ,i--dxuKd_6Dx7mwgQ5nl-g,Chewy chocolate chip cookie,food
nwVsi4Hs5dFzASn6j1gQyw,i--dxuKd_6Dx7mwgQ5nl-g,Cheesy french toast,food
Gz9dlwjxQzog1_PllyE1vw,i--dxuKd_6Dx7mwgQ5nl-g,kail caeser,food
ItnZLdIyzb-gpAesbipgsQ,i--dxuKd_6Dx7mwgQ5nl-g,,food
P82LB8Qq6aWtSn6C9tMb3w,i--dxuKd_6Dx7mwgQ5nl-g,,inside
lrhLk-2ACpXuETGBHdKqfw,i--dxuKd_6Dx7mwgQ5nl-g,Holiday santacakes with cheesy French toast and side of sausage,food
5eSAw7Y3y6lc84NAKxgeGg,i--dxuKd_6Dx7mwgQ5nl-g,Blue and black flapjacks - dry and not fluffy. Really bad,food
kXhAoEQKw2X3fEQ_chaFlg,i--dxuKd_6Dx7mwgQ5nl-g,Super cheesy bacon french toast,food
pgLAOQQ-fB6b9-S4GO3PAQ,i--dxuKd_6Dx7mwgQ5nl-g,I got the butter pancake and my friend got the fried chicken waffle. Tasty!!! Hash brown is also a great choice.,food
nyAQ4E8LqY1MQxtaqRCvuQ,i--dxuKd_6Dx7mwgQ5nl-g,Chicken & Waffles,food
mWGnImNYCUSZjgtDiKog5g,i--dxuKd_6Dx7mwgQ5nl-g,Cheesy French toast,food
f3eA7KGF1Jw2H8DSBQSssQ,i--dxuKd_6Dx7mwgQ5nl-g,Chicken waffle,food
8U73pVoosjGqHgpaJ6jwTQ,i--dxuKd_6Dx7mwgQ5nl-g,Pancake,food
z3zHmUCrCsXaod_SNmki3g,i--dxuKd_6Dx7mwgQ5nl-g,,food
MJLZqelPGwgOdMMJfwqiGw,i--dxuKd_6Dx7mwgQ5nl-g,,food
75PX3CcjMr9TjrihljZGdQ,i--dxuKd_6Dx7mwgQ5nl-g,,food
ZWxbfU5u4nzuz8dzJjxv2w,i--dxuKd_6Dx7mwgQ5nl-g,,inside
qOutHJY28b2ff3k9Tygz_Q,i--dxuKd_6Dx7mwgQ5nl-g,,food
7jDXJVqufjZjGxcIJQ9QPg,i--dxuKd_6Dx7mwgQ5nl-g,"The Banana Split Waffle with Sauteed Banana, Fresh Berries, Dark Chocolate, Vanilla Creme Anglaise & Whip",food
mevYN-VQ7klweNJuTgUpfQ,i--dxuKd_6Dx7mwgQ5nl-g,Lunch date! Health 101 bowl and chicken and waffles in background.,food
