business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
PgPw-6YU3Hny5nQx2qkzUg,720 King West Dental,Niagara,"720 King Street W, Suite 145",Toronto,ON,M5V 2T3,43.6439342,-79.4042388,4.5,51,1,"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"
_OQUFcYK5zynvTnTim12Mg,Hermes,Yorkville,100 Bloor Street W,Toronto,ON,,43.6693844525,-79.3910523131,4,12,1,"Fashion, Women's Clothing, Accessories, Leather Goods, Shopping"
60ZM5nMwaOcpSchX2lbEwQ,Head To Toe Health Centre,Kensington Market,71 Oxford Street,Toronto,ON,M5T 1P2,43.6559156,-79.4027849,3.5,3,1,"Naturopathic/Holistic, Doctors, Chiropractors, Health & Medical"
RoGAy8b2j0Oa7TJgpotM8A,Shahi Mahal,Etobicoke,25 Woodbine Downs Boulevard,Toronto,ON,M9W 6J1,43.7356120236,-79.6047321098,3,6,0,"Nightlife, Indian, Restaurants, Bars"
gQjSMZYAeJalH6nNfj6Gtw,Caribbean Queen Roti Hut,New Toronto,2957 Lake Shore Boulevard W,Toronto,ON,M8V 1J5,43.6005364,-79.5058596,3.5,14,1,"Caribbean, Restaurants"
lRidtP8BPrIy7QvFCWpDpg,Divino,Yonge and St. Clair,1 Balmoral Avenue,Toronto,ON,M4V 1J5,43.6858371,-79.3932282,3.5,7,0,"Italian, Restaurants"
0Ovh4Vn9ntMt5Ara-ZP2sA,Cinquecento Trattoria,Liberty Village,"Liberty Village, 109 Atlantic Ave",Toronto,ON,M6K 1X4,43.6401061,-79.4212152,3.5,13,0,"Restaurants, Italian"
F3pEdDg508NdFd3DV632JA,Penny Arcade Vintage,Little Portugal,1177 Dundas Street W,Toronto,ON,M6J 1X4,43.649233,-79.4218911,3.5,7,1,"Shopping, Fashion, Lingerie, Swimwear, Used, Vintage & Consignment"
2eU7ltXoQ2U7SyLhuY9Vxw,Fueled Espresso and Freshbar,Christie Pits,739 Ossington Avenue,Toronto,ON,M6G,43.6623625,-79.4256786,3.5,9,0,"Juice Bars & Smoothies, Food"
0HCMF7QDMUzVCCJq5xLMJw,Carpet Cleaning Toronto Pros,Kensington Market,"277 Augusta Avenue, Suite 7",Toronto,ON,M5T 2M1,43.6559148,-79.4023148,5,4,1,"Carpet Cleaning, Local Services"
zjFKwcCpwGbHMFtvXgbsCw,Bakery On the Go,The Annex,819 Bathurst St,Toronto,ON,M5R 3G2,43.6661945,-79.4111799,3,5,1,"Bakeries, Food"
826djy6K_9Fp0ptqJ2_Yag,Chipotle Mexican Grill,Downtown Core,"123 Front St, Unit 103 and 103-A",Toronto,ON,M5J 2M2,43.6449201,-79.3833328,3.5,84,1,"Mexican, Fast Food, Restaurants"
4YVCTg53T7xRkFF4yKVj6Q,One A Minute Car Wash,,822 Church St,Toronto,ON,M4W 2M9,43.6720874,-79.3858493,1,17,1,"Car Wash, Automotive, Auto Repair, Auto Detailing"
y1AM7MeCN3HaS7SHnxcBfQ,Il Mulino,,1060 Eglinton Avenue W,Toronto,ON,M6C 2C5,43.7001105,-79.4307194,4,59,0,"Italian, Restaurants"
je006mwtkaNa4UI7RtXOQA,Rowe Farms,Yonge and Eglinton,2503 Yonge Street,Toronto,ON,M4P 2H7,43.7120722,-79.3993352,4,6,0,"Grocery, Food"
Tys0pRjszlcAbNPbKqJ95w,A&W,Yonge and Eglinton,35 Eglinton Avenue E,Toronto,ON,M4P 1A1,43.706744,-79.3971411,3,8,1,"Restaurants, Fast Food, Burgers"
vXpRq4lDZBnPxeWfRyJxYQ,Women's College Hospital,University of Toronto,76 Grenville Street,Toronto,ON,M5S 1B2,43.6650847318,-79.3925064959,4.5,11,1,"Family Practice, Health & Medical, Medical Centers, Hospitals, Doctors"
ehUN_XAWr1ePov0jtgv0Lw,Snakes & Lattes College,Little Italy,489 College Street,Toronto,ON,M6G 1A5,43.6558739,-79.4091916,3.5,123,1,"Nightlife, Restaurants, Shopping, Cafes, Tabletop Games, Pubs, Gastropubs, Bars"
AML1zr5Y4R_PjhqAN34quw,Bebo's Authentic Grill,Etobicoke,533 Evans Avenue,Toronto,ON,M8W 2V4,43.6120767023,-79.5416979119,5,4,1,"Restaurants, Modern European"
EDgmMgMr0Ol3dphyDm1kSg,SoftMoc,Yonge and Eglinton,2299 Yonge Street,Toronto,ON,M4P,43.7077361487,-79.3983060264,3,9,1,"Shopping, Shoe Stores, Fashion"
pPgyuGtcNIBRfrPFu3Vceg,Poke Eats,,"4750 Yonge Street, Unit 118",Toronto,ON,M2N 6G5,43.759711924,-79.4107027986,4,90,1,"Poke, Hawaiian, Japanese, Sushi Bars, Restaurants, Food"
5EvUIR4IzCWUOm0PsUZXjA,Motherhome Myanmar Cuisine,Bloordale Village,1194 Bloor Street W,Toronto,ON,M6H 1N2,43.6594191,-79.4380039,3,4,0,"Restaurants, Burmese"
8neBxgTFrzsZ3gT1lX9KAg,Thai Room,,810 Bloor Street,Toronto,ON,M3H 5Y4,43.7860721876,-79.4697755395,2.5,25,1,"Thai, Malaysian, Restaurants"
Nc_NEb6YtnyPgQUya3Izqw,Sunny Supermarket,,115 Ravel Rd,Toronto,ON,M2H 1T2,43.791444,-79.3662042,3,16,1,"Food, Specialty Food, Ethnic Food, Imported Food, Grocery"
_GwVhLhVF_NkEjdcY0TZ8w,360 Seahood,Milliken,"4188 Finch Avenue E, Unit14-15",Toronto,ON,M1W,43.8039075,-79.2870353,3,21,0,"Chinese, Asian Fusion, Barbeque, Restaurants"
awRW2hZfE1JFAzAiyNcEVw,Summerhill Market,,1054 Mount Pleasant Road,Toronto,ON,M4P 2M4,43.7155387,-79.3930704,3,7,1,"Food, Grocery"
2Cief6VYoFUpWKK-qXwlpA,Patisserie Gateau,,"6464 Yonge Street, Unit 122",Toronto,ON,M2M 3X4,43.7958722,-79.4222844,2.5,6,1,"Bakeries, Patisserie/Cake Shop, Food"
gUnfAh1I1gwAtHAf45x0hA,Becker's Dressroom,Riverdale,269 Danforth Ave,Toronto,ON,M4K 1N2,43.6769049,-79.3546674,3,6,0,"Shopping, Bridal"
c9eiZmPuSu9XRqSaw4mhUQ,Yonge & Front Dental Clinic,St. Lawrence,33 Yonge Street,Toronto,ON,M5E 0A9,43.6475281,-79.3765439,5,5,1,"Dental Hygienists, Cosmetic Dentists, General Dentistry, Dentists, Orthodontists, Periodontists, Health & Medical"
E2nOWuZWZDJ5RvSdFZCKnw,Van-Thi Barber & Hair Styliste,Downtown Core,4 Wellesley Street W,Toronto,ON,M4Y 1E7,43.6649704,-79.3849414,4.5,9,1,"Beauty & Spas, Hair Salons"
WfyO7a5XzQPqt9KFviCvIA,Jekyl and Hyde Pub,,2340 Dundas St W,Toronto,ON,M6P 4A9,43.6569819,-79.4524255,3,21,0,"Bars, Pool Halls, Nightlife, Pubs, Karaoke"
4zsyBbLzY0lPC1vlvKa9hw,605 On Yonge,Church-Wellesley Village,605 Yonge Street,Toronto,ON,M4Y 1Z5,43.6667864,-79.3851655,2,3,1,"Nightlife, Bars, Restaurants"
R1dqoMfSnPiG9kbLMaXlVQ,Sheriff Broaster Chicken,Scarborough,2761 Markham Road,Toronto,ON,M1X 1M4,43.8212753,-79.245773,2,12,0,"Restaurants, Halal"
qzcX8ekyU0-xEjrGWk3Rbw,DV Bar Bistro,,175 Wynford Drive,Toronto,ON,M3C 1J3,43.7250276,-79.327791,2.5,3,1,"Nightlife, Restaurants, Bars, Canadian (New), Breakfast & Brunch, Bed & Breakfast, Hotels & Travel"
zHG9D5np6cUnjHANzAGfHQ,MD Homecall,Discovery District,790 Bay Street,Toronto,ON,M5G 1N8,43.6603801,-79.3860568,1,3,1,"Medical Centers, Home Health Care, Health & Medical, Doctors, Family Practice, Walk-in Clinics"
PUWaJw25IBK1rgdev8VzfQ,Just You Sarah & Tom,Koreatown,624 Bloor Street W,Toronto,ON,M6G 1K7,43.664577800000004,-79.4143312,4.5,55,1,"Shopping, Jewelry, Flowers & Gifts, Toy Stores"
c_KjWNg07IGbiJqELiU-RQ,Bloor Bathurst Physiotherapy and Sports Medicine Centre,Seaton Village,856 Bathurst Street,Toronto,ON,M5R 3G3,43.6663065,-79.4117554,5,5,1,"Health & Medical, Physical Therapy, Sports Medicine, Doctors"
B_1a5USetprLbpGjQTxh_g,JB Cleaner & Tailor,Riverdale,518 Pape Avenue,Toronto,ON,M4K 3R2,43.6734296,-79.3428703,4.5,16,1,"Laundry Services, Sewing & Alterations, Local Services, Dry Cleaning & Laundry"
-tkBz5ZuUKiWcfxq59jD2g,J Pizza Plus,,314 Parliament Street,Toronto,ON,M5A 2Z7,43.6594404,-79.3660096,1.5,3,1,"Restaurants, Middle Eastern, Pizza"
2TGbIdKD-smMD7udsLig3Q,Louis Shoe Repair,Mount Pleasant and Davisville,258 Soudan Avenue,Toronto,ON,M4S 1W4,43.7063166,-79.3889282,4,6,1,"Shoe Repair, Local Services"
-Vx_Ebl2jInVsLXeNmPRzg,Queen Street Dental Care,Downtown Core,1 Queen Street E,Toronto,ON,M5C 2W5,43.6522215,-79.3787042,2.5,8,1,"General Dentistry, Cosmetic Dentists, Health & Medical, Pediatric Dentists, Dentists"
a3nywjjHRweFT-4rOap12g,Motimahal,,1422 Gerrard St E,Toronto,ON,M4L 1Z6,43.6723919,-79.3226904,3.5,80,1,"Indian, Restaurants"
n-UlQ5cQho7D908j41lBMQ,Sweet Ala Mode,,90 Weston Road,Toronto,ON,M6N 5H4,43.6741727,-79.4698733,4.5,13,1,"Bakeries, Desserts, Food, Patisserie/Cake Shop"
Q2NK3G0vNf_J-9f4450HVQ,Tula Central,Entertainment District,30 Duncan Street,Toronto,ON,M5V 2C3,43.6488848,-79.3891677,3,32,0,"Pilates, Fitness & Instruction, Yoga, Beauty & Spas, Active Life, Massage"
9rvRHoEgbUDAx4jbzv80uQ,Memories of Africa,,"1733 Eglinton Ave E, Ste 5",Toronto,ON,M4A 1J8,43.7255431,-79.3131505,2.5,3,1,"Restaurants, African"
7DW2fsInJRfOHMTj2Z6fJw,Brock Sandwich,Bloordale Village,1260 Bloor Street W,Toronto,ON,M6H 1N5,43.6589060729,-79.4405779422,4.5,94,1,"Fast Food, Restaurants, Sandwiches, Soup, Salad"
HKfW6AZ-lW7jwLJwNlcLLQ,Kintako Japanese Restaurant,,"214 Laird Drive, Suite 101",Toronto,ON,M4G 3W4,43.711488,-79.3640926,4.5,127,1,"Japanese, Restaurants"
YpQYRMJS2_pDi6--5fqnng,Kops Records,Queen Street West,229 Queen Street W,Toronto,ON,M5V 1Z4,43.6503871,-79.3882191,4,21,1,"Nightlife, Music Venues, Vinyl Records, Electronics, Antiques, Books, Mags, Music & Video, Shopping, Arts & Entertainment, Music & DVDs"
3IgJXLybb6YJb7vucBIuTA,The Fitting Room,Little Portugal,1389 Dundas Street W,Toronto,ON,M6J 3L5,43.6494353,-79.4283614,4,13,1,"Barbers, Hair Salons, Fashion, Beauty & Spas, Shopping, Accessories"
LY0xEBmaat2-tz7TAjJEMQ,Miss Natalie's Tropical Cuisine,Etobicoke,5118 Dundas Street W,Toronto,ON,M9A 1C2,43.6445599,-79.5331573,2.5,7,1,"Caterers, Event Planning & Services, Canadian (New), Caribbean, Restaurants"
ugEI-uvOfEIFBBOx6EVRYw,Main Street Veterinary Clinic,Upper Beach,170 Main Street,Toronto,ON,M4E 2W1,43.6839726,-79.3001889,5,3,1,"Pets, Veterinarians, Health & Medical"
_HVgDyFLIYsYZrpajBSgGw,Pizza Hut,,1862 Eglinton Avenue W,Toronto,ON,M6E 2J4,43.6956732,-79.4515145,3.5,3,1,"Food, Pizza, Restaurants, Italian, Food Delivery Services, Chicken Wings"
XVa-4GVmeFaNA0Lb1GxHZQ,Hand & Stone Massage and Facial Spa - Etobicoke,Etobicoke,3008 Bloor Street W,Toronto,ON,M8X 1C2,43.6476876,-79.5106573,4.5,11,1,"Hair Removal, Skin Care, Waxing, Day Spas, Health & Medical, Massage Therapy, Beauty & Spas, Massage"
oUE9RDKKhb3RZPA8EQRJDw,Evergreen Thai,Downtown Core,175 Dundas Street W,Toronto,ON,M5G 1C7,43.6550303,-79.3863551,3,66,1,"Thai, Restaurants"
yoQziUwhIFsKGNTOvpzsDQ,Get Real Cafe,Ossington Strip,135 Av Ossington,Toronto,ON,M6J 2Z6,43.6471904,-79.4199315,4.5,8,0,"Vegetarian, Restaurants, Vegan, Breakfast & Brunch"
TXQnzR32TZPBgzC-7HceZQ,Shaaz International Salon and Spa,Corktown,155 Richmond Street E,Toronto,ON,M5A 1N9,43.6525298,-79.372525,2,4,1,Beauty & Spas
Iw4eNp8l4sf4iQYyPa1DRQ,City Hall Public Library,Downtown Core,"100 Queen St W, Nathan Phillips Square",Toronto,ON,M5H 2N3,43.6534922,-79.3840939,3,4,1,"Public Services & Government, Libraries"
26wJiKyHEWiXNuCPxQjRZg,Cup O House,Koreatown,682 Bloor Street W,Toronto,ON,M6G 1L2,43.6640397,-79.4167851,4,38,1,"Juice Bars & Smoothies, Tea Rooms, Food, Coffee & Tea, Bakeries"
QIVLxlRGedX9Li8W_cEdHg,Jeans West,Queen Street West,465 Queen St W,Toronto,ON,M5V 2A9,43.6483841,-79.3973351,4.5,3,1,Shopping
gOvEzwpu3KbW5aJReQzYRg,North Poke,Kensington Market,179 Baldwin Street,Toronto,ON,M5T 1L9,43.6547896,-79.4005984,4,170,1,"Food, Hawaiian, Seafood Markets, Specialty Food, Restaurants, Fast Food, Seafood, Desserts, Poke"
BNDfaDUcuGdiq2ri-p3tbQ,Polish Me Nail & Beauty Bar,The Annex,266 Dupont Street,Toronto,ON,M5R 1V7,43.6751118,-79.4067989,5,6,1,"Beauty & Spas, Waxing, Hair Removal, Nail Salons"
E-vu0s9o0AUcWZPRENEEeg,Shoppers Drug Mart,Scarborough,2330 Kennedy Road,Toronto,ON,M1T 0A2,43.7840839,-79.2892899,3,3,1,"Cosmetics & Beauty Supply, Beauty & Spas, Health & Medical, Pharmacy, Drugstores, Shopping"
uNLvQTK7DnLGRvDUD-i4JA,Phoenix Bakery,Riverdale,615 Gerrard Street E,Toronto,ON,M4M,43.6655869,-79.3512498,2.5,16,1,"Food, Bakeries, Chinese, Restaurants"
Vyh7hhYbzC82sgIzqYH67Q,The Red Light,Little Portugal,1185 Dundas St W,Toronto,ON,M6J 1X3,43.6492822,-79.4220855,4,19,1,"Nightlife, Bars"
IRgyUowEYflnqH9ItjIDIg,Elysium Entertainment,Leslieville,190 Rhodes Avenue,Toronto,ON,M4L 3A1,43.6705186,-79.3196857,5,4,1,"Arts & Entertainment, Performing Arts"
UFbapHcWtcB5urcDRmNMYQ,Reebok CrossFit Liberty Village,Liberty Village,37 Mowat Avenue,Toronto,ON,M6K 3E8,43.637008667,-79.4247970581,4.5,5,1,"Fitness & Instruction, Gyms, Active Life, Trainers"
CRzxHi9gtFiIW-8TG-DJkg,Chens Acupuncture & Herbs,Riverdale,637 Gerrard Street E,Toronto,ON,M4M 1Y2,43.6657924,-79.3505874,5,5,1,"Acupuncture, Health & Medical"
NwKmrsPtI-OHnmzU-2WiIQ,Beaches Family Practice and Walk-in,The Beach,116 Glen Manor Drive,Toronto,ON,M4E 2X2,43.6713332,-79.2926402,2,13,1,"Health & Medical, Doctors, Medical Centers, Family Practice"
t5wRrTWlUNZkhrHGByqI-w,Sheherzade Persian Grill And Dizi,,422 College St W,Toronto,ON,M5T,43.6567533,-79.4069986,4,89,1,"Persian/Iranian, Restaurants"
kuJRRmmmDUXqwM6kNihXXA,Jump Restaurant,Downtown Core,18 Wellington Street W,Toronto,ON,M5L 1G4,43.6479063,-79.3780646,3.5,155,1,"Nightlife, Canadian (New), American (Traditional), Restaurants, American (New), Mediterranean, Bars, Wine Bars"
bKvF7W6wNG3P1eIAB9Ps6Q,Yoga Therapy Toronto,Koreatown,692 Bloor St W,Toronto,ON,M6G 1L5,43.6639154,-79.4174161,5,3,1,"Yoga, Active Life, Fitness & Instruction"
s5uf2Rzd36XXJXlWYIb40g,Kosher Wok and Roll,,5987 Bathurst Street,Toronto,ON,M2R,43.7863353,-79.4455806,2.5,3,1,"Chinese, Kosher, Restaurants, Asian Fusion"
CNdl34gVpQD1OonYZyCAUw,Royal Canadian College of Massage Therapists,,220 Lesmill Road,Toronto,ON,M3B 2T5,43.761436,-79.3595503,4.5,3,1,"Massage, Beauty & Spas"
QEKDNfkK1Dx32m0Quv5WZQ,Tasty Falafel,Bloor-West Village,2422 Bloor Street W,Toronto,ON,M6S 1P9,43.649709,-79.483768800000007,3.5,12,0,"Lebanese, Restaurants, Falafel, Halal, Middle Eastern, Mediterranean"
GA0dGorY9H6hkW2HnuhqIw,ASAP Emergency Lock Service,,"1520 Lodestar Road, Unit 15",Toronto,ON,M3J 3C1,43.7620744,-79.4693697,5,3,1,"Home Services, Keys & Locksmiths"
eddtrjmkCwD3NJn2Xt8D0Q,Gallant Bicycles,Koreatown,678 Bloor Street W,Toronto,ON,M6G 1L2,43.6640076,-79.4166656,4.5,3,0,"Bikes, Shopping, Sporting Goods"
2rGCGV1ac-bPCeH_Xn_x0Q,The Chef Upstairs,Mount Pleasant and Davisville,516 Mt Pleasant Rd,Toronto,ON,M4S 2M2,43.7019168,-79.3878038,4.5,12,1,"Caterers, Personal Chefs, Venues & Event Spaces, Specialty Schools, Cooking Schools, Event Planning & Services, Education"
de0TZ8d13EckniO-o1lH9w,Dim Sum Plus,Chinatown,261 Spadina Avenue,Toronto,ON,M5T 2E3,43.6523003,-79.3974972,3,5,1,"Cantonese, Chinese, Restaurants, Dim Sum"
g3t2AQQVT2tWD64Huu7xVA,Royal Ontario Museum,University of Toronto,100 Queen's Park,Toronto,ON,M5S 2C6,43.668244125,-79.3947601318,4,263,1,"Arts & Entertainment, Museums, Art Galleries, Shopping"
kqW_BKO3XCOx8ifbzQsnGA,McDonald's,The Danforth,1735 Danforth Avenue,Toronto,ON,M4C 1H9,43.6838137,-79.3206366,2.5,12,1,"Restaurants, Fast Food, Burgers"
jCcj4paTkDtEgD0dUYCSiw,Bloor West Organic Spa,Bloor-West Village,2264A Bloor W,Toronto,ON,M6S,43.6508642,-79.4780985,3.5,7,0,"Beauty & Spas, Skin Care, Day Spas"
ng93vMQLaUwLCvsz5t06tQ,241 Pizza,Dufferin Grove,1055 Bloor Street,Toronto,ON,M6H 1M4,43.6604381639,-79.4322331012,3,12,1,"Pizza, Restaurants"
pxAJkxTSrbGV-c3yMVZ8Gg,Globe Driving Academy,Corso Italia,"1219 St. Clair Avenue W, Suite G1",Toronto,ON,M6E 1B5,43.6773914,-79.4447491,4,6,1,"Public Services & Government, Driving Schools, Automotive, Education, Specialty Schools"
nfT1yN0oDleBlDsP-c1MRw,Yes To Fresh,Corktown,"41 Jarvis Street, Unit 3",Toronto,ON,M5E 1C4,43.650276,-79.3716277,4,17,0,"Restaurants, Sandwiches, Live/Raw Food"
0bfspeY446EbLSb-7IKoBg,The Annex Wreckroom,Seaton Village,794 Bathurst Street,Toronto,ON,M5R 3G1,43.665399,-79.4114716,2.5,13,0,"Dance Clubs, Nightlife"
W8Rv62fsDCbDp0L-Vl1NFg,Frank's Pizza House Restaurant,Corso Italia,1352 St Clair Avenue W,Toronto,ON,M6E 1C4,43.6768656,-79.4492976,3.5,75,1,"Restaurants, Italian, Pizza"
KBQcNy9k9G8_a5WtrVGH8w,One Of A Kind,Trinity Bellwoods,746 Queen Street W,Toronto,ON,M6J 1E9,43.6462375,-79.4101836,3,35,0,"Restaurants, Italian"
v135bthbSfhU-KwZeWR3Gw,Dean Delmonte Company,Financial District,145 King Street W,Toronto,ON,M5H 1J8,43.6474686,-79.3841931,3.5,3,1,"Day Spas, Nail Salons, Hair Salons, Beauty & Spas"
4eqq8XF5H8E9-Q2X2KVbbw,Marshmallow Factory,Greektown,709 Danforth Avenue,Toronto,ON,M4K 1R2,43.679029,-79.3443666,2,3,0,"Cafes, Specialty Food, Restaurants, Food, Desserts, Candy Stores"
3-A-wVAkoyz39nSHaExpLw,The Lockhart,Little Portugal,1479 Dundas Street W,Toronto,ON,M6J 1Y8,43.6494561,-79.4310821,4,111,1,"Lounges, Bars, Nightlife, Restaurants"
X5_S7gY8LZdebxMzAGd9Kw,The Cake Boutique,,358 Wilson Ave,Toronto,ON,M3H 1T4,43.7368037,-79.4384246,1.5,3,1,"Food, Bakeries"
gT-LT06uNhzO-5pP_kpqIg,Caplansky's Delicatessen,Yorkville,156 Cumberland Street,Toronto,ON,M5R 1A8,43.6700664,-79.3933472,3.5,39,0,"Delis, Breakfast & Brunch, Restaurants, Sandwiches"
kownTVHHvOKawjjmO_WkJw,Ashdale Brunch and Espresso,Leslieville,1560 Queen Street E,Toronto,ON,M4L 1E9,43.6658467336,-79.3189400297,4,29,0,"Breakfast & Brunch, Restaurants, Cafes"
-nxls3MGgAoy_DXFlE6P5w,Warden Station,Scarborough,3276 Saint Clair Avenue E,Toronto,ON,M1L 1W1,43.7114322309,-79.2790620516,4,4,1,"Train Stations, Hotels & Travel"
B6oRgiePirUgxVucmemC7A,PetValu,Upper Beach,1656 Queen Street E,Toronto,ON,M4L 1G5,43.6668593,-79.3146342,3,5,1,"Pet Stores, Pets, Pet Services, Pet Groomers"
vW-FcYZLVAuZAPAwVs0YTw,NC Salon - North York,Willowdale,5492 Yonge Street,Toronto,ON,M2N 7L3,43.7780847,-79.4151743,3.5,49,1,"Hair Stylists, Blow Dry/Out Services, Hair Salons, Beauty & Spas"
5D42Nmr2ikqFuj3O-lKRYg,Public Park Coffee,,445 Adelaide St W,Toronto,ON,M5V 1T1,43.6457951545,-79.3989829812,4.5,3,0,"Restaurants, Food, Coffee & Tea, Cafes"
Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,Downtown Core,483 Bay Street,Toronto,ON,M5H 2C9,43.6532721,-79.3812455,4,464,1,"Juice Bars & Smoothies, Food, Breakfast & Brunch, Restaurants"
grGqG9C9WNXLDRCG0NcT-Q,Sundari Photography,Liberty Village,123 Jefferson Avenue,Toronto,ON,M6K 3E4,43.6386659,-79.421756,4,3,1,"Event Planning & Services, Photographers"
2kEvCXUtIP-jFnNps6P-qA,Michel's Baguette,Financial District,66 Wellington St W,Toronto,ON,M4W 1A7,43.6473609,-79.3811225,3,6,0,"Food, Bakeries"
IycASJtwVOBqPhQoCmjDjA,Hashtag Gallery,Trinity Bellwoods,801 Dundas Street W,Toronto,ON,M6J 1V2,43.6517776,-79.4080402,4.5,6,0,"Shopping, Art Galleries, Arts & Entertainment"
ocweXefetN-IqcF3GQj41g,WellOne Medical Centre,,"18 Yonge Street, 103",Toronto,ON,M5E 1Z8,43.6444537,-79.3765336,3.5,8,1,"Medical Centers, Family Practice, Doctors, Pediatricians, Health & Medical"
jwKMRiXLqsMH0swc0boeNA,Starbucks,,"York Mills Centre, 4050 Yonge Street",Toronto,ON,M2P 2G2,43.7446232281,-79.4064658578,3.5,3,1,"Coffee & Tea, Food"
goI2fAh1s3byFt7epsa9BQ,Kotta,Parkdale,1226 King St W,Toronto,ON,M6K 1G2,43.6388875,-79.428144,4,29,1,"Restaurants, Japanese, Sushi Bars"
eXMC-80pYTvF7Ddsf_w-eg,2 Cats,,569 King Street W,Toronto,ON,M5V 1M1,43.6444248,-79.39946,3.5,29,1,"Venues & Event Spaces, Event Planning & Services, Lounges, Bars, Nightlife, Dance Clubs"
O-uIEuv7JLUHajkemx_sVw,Beerbistro,Downtown Core,18 King Street E,Toronto,ON,M5C 1C4,43.649817,-79.377147,4,577,1,"American (New), Restaurants, Beer Bar, Nightlife, Canadian (New), Bistros, Bars, Pubs"
3v4vb7ZC5rKyGMX93ifkHw,Carnation Nails & Spa,Mount Pleasant and Davisville,752 Mount Pleasant Road,Toronto,ON,M4S 2N6,43.7072564,-79.3900453,4.5,5,1,"Nail Salons, Beauty & Spas"
KMHh4Ekor5ij1HdCjkPJLA,Hogtown Vegan,,382 College Street,Toronto,ON,M5T 1S7,43.6570194014,-79.4053025544,4,22,1,"Vegan, Restaurants"
FZQbSQPsCQMkHZvcZ7F-Og,Mounties Dining Lounge,Downtown Core,149 Dundas Street E,Toronto,ON,M5B 1E4,43.6566701,-79.3753603,3,3,0,"Bars, Nightlife, Dive Bars"
r-uKGbHOb3Qdz_s2U-PuFQ,Café 260,Corktown,260 Richmond Street E,Toronto,ON,M5A 1P4,43.653235,-79.3702878,4,35,1,"Coffee & Tea, Arts & Entertainment, Food, Shopping, Art Galleries"
5lQj9C5lw57QZaVVMPIJ3g,Body + Soul Fitness,,378 Eglinton Avenue W,Toronto,ON,M5N 1A2,43.7044864,-79.4097678,5,4,1,"Fitness & Instruction, Trainers, Active Life, Gyms"
WVE-lERF7aAcTg_gBbyF3Q,Extreme Fitness,Yorkville,80 Bloor St W,Toronto,ON,M5S 2V1,43.6695446,-79.3903481,2,7,0,"Active Life, Fitness & Instruction, Gyms"
7_AjzHBw5CMSCwfaKckd7A,Choco Churros,Downtown Core,,Toronto,ON,,43.653226,-79.3831843,3.5,5,1,"Food, Food Trucks"
KTDqteZZLXlkZNVgdknt-w,Hoerner Heating & Plumbing,,868 Broadview Avenue,Toronto,ON,M4K 2R1,43.6794601,-79.3581448,5,10,1,"Heating & Air Conditioning/HVAC, Water Heater Installation/Repair, Plumbing, Contractors, Home Services"
7Cm5SCTu7LePBCXTUaEiwQ,Shark Club Sports Bar & Grill,Ryerson,"10 Dundas St East, Suite 310",Toronto,ON,M5B,43.6567455,-79.380484,2.5,135,1,"Canadian (New), Restaurants, Sports Bars, Lounges, Nightlife, Bars"
FaC1Fs80KlMlUFFWixJ0xQ,Beach Foodland,The Beach,2040 Queen Street E,Toronto,ON,M4L 1J1,43.67046219,-79.298129864,3.5,7,1,"Food, Grocery"
DgE8JqFcYgp2SrjSKb3Gsg,The Second City Theatre,Entertainment District,51 Mercer Street,Toronto,ON,M5V 9G9,43.6454059,-79.3914192,4.5,168,1,"Comedy Clubs, Event Planning & Services, Performing Arts, Arts & Entertainment, Cinema, Venues & Event Spaces, Nightlife"
nHFJtud7jWZhM9dHQ1eIRA,Buk Chang Dong Soon Tofu,Koreatown,691 Bloor Street W,Toronto,ON,M6G 1L3,43.663589,-79.4169576,4,395,1,"Korean, Restaurants"
C9YQJ2eOkNjIRuZmthvyMw,Chuck and Co,Liberty Village,126 Atlantic Avenue,Toronto,ON,M6K 1X9,43.6398232,-79.4211425,3,12,0,"Restaurants, Burgers"
WYG7xp_UO12qf5_qRLBQHw,Linuxcaffe,Bickford Park,326 Harbord Street,Toronto,ON,M6G 1H1,43.6602465,-79.4173586,3,25,0,"Food, Coffee & Tea"
CNLiKD4dXz3AZk3KKQ65Ng,Belljar Cafe,Roncesvalles,2072 Dundas Street W,Toronto,ON,M6R 1W9,43.6522301,-79.4480208,3.5,36,1,"Sandwiches, Tapas/Small Plates, Cafes, Coffee & Tea, Food, Restaurants"
DihQ-sO_mByt-2j8cVRe2Q,Powder,Cabbagetown,550 Parliament Street,Toronto,ON,M4X 1P7,43.6668084,-79.369241,3,4,1,"Bridal, Shopping"
6vmIqFhuxcY63luwjn72OA,The Mexi-Can Taqueria,Brockton Village,1232 College Street,Toronto,ON,M6H 1C3,43.6516443,-79.4377423,4.5,9,0,"Grocery, Restaurants, Food, Mexican"
od1sD3eyRuqeP_98MIQcIg,Eyebrowgenie,Scarborough,40 Guild Hall Drive,Toronto,ON,M1R 3Z9,43.7476462,-79.2927776,4,5,1,"Makeup Artists, Tattoo, Beauty & Spas, Eyelash Service"
Aj3WZ2Ueyqzq1dIKLxNMMQ,Tim Hortons,Downtown Core,481 University Avenue,Toronto,ON,M5G 2E9,43.6552395,-79.3879075,3.5,11,1,"Bakeries, Restaurants, Sandwiches, Food, Delis, Coffee & Tea"
